Course Code,Course Title,Day and Time,Instructor,Session,Cr Hrs
ACCT 100 LEC 1,Principles of Financial Accounting,MW 9:30AM-10:45AM,Saira Rizwan,16W,3.0
ACCT 100 LEC 2,Principles of Financial Accounting,MW 11:00AM-12:15PM,Saira Rizwan,16W,3.0
ACCT 130 LEC 1,Principles of Management Accounting,TR 9:30AM-10:45AM,Mahin Moazzam,16W,3.0
ACCT 220 LEC 1,Corporate Financial Reporting I,TR 12:30PM-1:45PM,Mahin Moazzam,16W,3.0
ACCT 250 LEC 1,Auditing,TR 11:00AM-12:15PM,Syed Zain ul Abidin,16W,3.0
ACCT 250 LEC 2,Auditing,MW 9:30AM-10:45AM,Abdul Rauf,16W,3.0
ACCT 250 LEC 3,Auditing,MW 11:00AM-12:15PM,Abdul Rauf,16W,3.0
ACCT 302 LEC 1,"Accounting for Islamic Financial
Institutions",MW 2:00PM-3:15PM,Abdul Rauf,16W,3.0
ACCT 320 LEC 1,Corporate Financial Reporting II,TR 11:00AM-12:15PM,Samia Ahmed Ali,16W,3.0
ACCT 320 LEC 2,Corporate Financial Reporting II,TR 12:30PM-1:45PM,Samia Ahmed Ali,16W,3.0
ACCT 320 LEC 3,Corporate Financial Reporting II,TR 2:00PM-3:15PM,Samia Ahmed Ali,16W,3.0
ACCT 362 LEC 1,"Fraud Examination and Forensic
Accounting",MW 3:30PM-4:45PM,Abdul Rauf,16W,3.0
ACCT 370 LEC 1,Applied Taxation,MW 11:00AM-12:15PM,Huzaima Bukhari,16W,3.0
ACCT 370 LEC 2,Applied Taxation,MW 12:30PM-1:45PM,Huzaima Bukhari,16W,3.0
ACCT 411 LEC 1,Applied Financial Analysis,MW 2:00PM-3:15PM,Saira Rizwan,16W,3.0
ACF 5101 LEC 1,Financial Management and Accounting,FSU 4:15PM-6:15PM,Syed Mubashir Ali,16W,3.0
ACTA 6101 LEC 1,Applied Financial Statement Analysis,FSU 10:45AM-12:45PM,Omair Haroon,16W,3.0
ACTA 6201 LEC 1,Business Analytics - Foundations,FSU 4:15PM-6:15PM,Maheen Aamir Syed,16W,3.0
ACTA 6301 LEC 1,"Information Systems - Design and
Security",FSU 8:30AM-10:30AM,Saqib Ali,16W,3.0
ACTA 6302 LEC 1,"Business Intelligence and Big Data
Statistics",FSU 2:00PM-4:00PM,Ussama Yaqub,16W,3.0
AI 600 LEC 1,Machine Learning,S 12:30PM-3:30PM,Momin Ayub Uppal,16W,3.0
AI 601 LEC 1,AI Augmented Software Development,S 9:00AM-12:00PM,TBA,16W,3.0
AI 602 LEC 1,Large Language Model Systems,S 3:30PM-6:30PM,TBA,16W,3.0
ANTH 100 LEC 1,Introduction to Cultural Anthropology,TR 12:00PM-1:50PM,Rabia Kamal,16W,4.0
ANTH 100 LEC 2,Introduction to Cultural Anthropology,MW 8:00AM-9:50AM,Dominic William Esler,16W,4.0
ANTH 237 LEC 1,"Economic Anthropology: Making
Sense of Value and Wealth",TR 4:00PM-5:50PM,"Syeedda Anjum Ara
Alvi",16W,4.0
ANTH 253 LEC 1,Women's Lives Across Cultures,TR 2:00PM-3:50PM,Rabia Kamal,16W,4.0
GSS 212 LEC 1,Women's Lives Across Cultures,TR 2:00PM-3:50PM,Rabia Kamal,16W,4.0
ANTH 263 LEC 1,Food and Culture,MW 2:00PM-3:50PM,Sadaf Ahmad,16W,4.0
ANTH 266 LEC 1,"Kinship: Making Sense of Human
Relations",MW 2:00PM-3:50PM,"Syeedda Anjum Ara
Alvi",16W,4.0
ANTH 268 LEC 1,"Introduction to Anthropology of
Religion",MW 3:30PM-5:20PM,Dominic William Esler,16W,4.0
REL 252 LEC 1,"Introduction to Anthropology of
Religion",MW 3:30PM-5:20PM,Dominic William Esler,16W,4.0
ANTH 270 LEC 1,Anthropology of Art,MW 2:00PM-3:50PM,Lukas Albert Paul Werth,16W,4.0
ANTH 310 LEC 1,Classical Anthropological Theory,MW 10:00AM-11:50AM,Lukas Albert Paul Werth,16W,4.0
ANTH 320 LEC 1,Qualitative Research Methods,TR 2:00PM-3:50PM,Ameem Lutfi,16W,4.0
ANTH 360 LEC 1,"Anthropology of Religions: Islam and
Christianity",TR 12:00PM-1:50PM,Sadaf Ahmad,16W,4.0
REL 352 LEC 1,"Anthropology of Religions: Islam and
Christianity",TR 12:00PM-1:50PM,Sadaf Ahmad,16W,4.0
AST 104 LEC 1,The Universe Around Us,MW 4:30PM-5:45PM,Rizwan Khalid,16W,3.0
BIO 100 LAB 1,Biology Laboratory,M 10:00AM-12:50PM,Aishah Bilal,16W,1.0
BIO 100 LEC 1,Biology Laboratory,M 9:00AM-9:50AM,Khurram Bashir,16W,1.0
BIO 100 LAB 2,Biology Laboratory,T 10:00AM-12:50PM,Aishah Bilal,16W,1.0
BIO 100 LEC 2,Biology Laboratory,T 9:00AM-9:50AM,Zaigham Shahzad,16W,1.0
BIO 100 LAB 3,Biology Laboratory,W 10:00AM-12:50PM,Aishah Bilal,16W,1.0
BIO 100 LEC 3,Biology Laboratory,W 9:00AM-9:50AM,Khalida Mazhar,16W,1.0
BIO 100 LAB 4,Biology Laboratory,R 10:00AM-12:50PM,Aishah Bilal,16W,1.0
BIO 100 LEC 4,Biology Laboratory,R 9:00AM-9:50AM,Muhammad Tariq,16W,1.0
BIO 100 LAB 5,Biology Laboratory,M 10:00AM-12:50PM,Khalida Mazhar,16W,1.0
BIO 100 LEC 5,Biology Laboratory,M 9:00AM-9:50AM,Khalida Mazhar,16W,1.0
BIO 100 LAB 6,Biology Laboratory,T 10:00AM-12:50PM,Aishah Bilal,16W,1.0
BIO 100 LEC 6,Biology Laboratory,T 9:00AM-9:50AM,Zaigham Shahzad,16W,1.0
BIO 100 LAB 7,Biology Laboratory,W 10:00AM-12:50PM,Khalida Mazhar,16W,1.0
BIO 100 LEC 7,Biology Laboratory,W 9:00AM-9:50AM,Khurram Bashir,16W,1.0
BIO 100 LAB 8,Biology Laboratory,R 10:00AM-12:50PM,Aishah Bilal,16W,1.0
BIO 100 LEC 8,Biology Laboratory,R 9:00AM-9:50AM,Khurram Bashir,16W,1.0
BIO 101 LEC 1,Introductory Biology,MW 5:00PM-6:15PM,Safee Ullah Chaudhary,16W,3.0
BIO 212 LEC 1,Biochemistry,TR 2:00PM-3:15PM,Faiz Ul Hassan Nasim,16W,3.0
CHEM 251 LEC 1,Biochemistry,TR 2:00PM-3:15PM,Faiz Ul Hassan Nasim,16W,3.0
BIO 231 LEC 1,Computational Biology I,TR 12:00PM-1:15PM,Safee Ullah Chaudhary,16W,3.0
CS 232 LEC 1,Computational Biology I,TR 12:00PM-1:15PM,Safee Ullah Chaudhary,16W,3.0
BIO 314 LEC 1,Virology and Microbiology,MW 1:30PM-2:45PM,Shaper Mirza,16W,3.0
BIO 402 SEM 1,Seminar in Biology II,M 3:00PM-3:50PM,Khurram Bashir,16W,1.0
BIO 415 LEC 1,Developmental Biology I,TR 10:00AM-11:50AM,Muhammad Shoaib,16W,4.0
BIO 515 LEC 1,Eukaryotic Development,TR 10:00AM-11:50AM,Muhammad Shoaib,16W,4.0
BIO 512 LEC 1,Advance Biochemistry,TR 4:00PM-5:15PM,Faiz Ul Hassan Nasim,16W,3.0
BIO 519 LEC 1,Immunology,TR 12:00PM-1:15PM,Shaper Mirza,16W,3.0
BIO 522 LEC 1,Topics in Cancer Biology,TR 3:30PM-4:45PM,Muhammad Shoaib,16W,3.0
BIO 5311 LEC 1,Advanced Biostatistics,MW 11:30AM-12:45PM,Safee Ullah Chaudhary,16W,3.0
BIO 611 LEC 1,Cell Signaling,MW 3:00PM-4:15PM,Muhammad Shoaib,16W,3.0
BIO 621 LEC 1,Genetics and Genomics,MW 10:00AM-11:15AM,Khurram Bashir,16W,3.0
BPP 6101 LEC 1,Policy Design and Delivery,FSU 10:45AM-12:45PM,Muhammad Ahsan Rana,16W,3.0
BPP 6102 LEC 1,Business and Government Relations,FSU 4:15PM-6:15PM,TBA,16W,3.0
BPP 6103A LEC 1,Policy Analysis,FSU 2:00PM-4:00PM,TBA,16W,1.5
BPP 6103B LEC 1,Business Communication,FSU 2:00PM-4:00PM,Anjum Fayyaz,16W,1.5
BPP 6104 LEC 1,"Firms, Markets and Public Policy",FSU 8:30AM-10:30AM,"Misbah Tanveer
Chaudhry",16W,3.0
CHE 230 LEC 1,"Chemical Engineering
Thermodynamics",TR 10:00AM-11:15AM,Faheem Hassan Akhtar,16W,3.0
CHE 273 LEC 1,Fluid Mechanics,TR 11:30AM-12:45PM,Qasim Imtiaz,16W,3.0
PHY 362 LEC 1,Fluid Mechanics,TR 11:30AM-12:45PM,Qasim Imtiaz,16W,3.0
CHE 280 LEC 1,"Math Methods in Chemical
Engineering I",TR 3:00PM-4:15PM,Usman Bin Shahid,16W,3.0
CHE 300B LAB 1,Chemical Engineering Lab III,R 12:00PM-2:50PM,Ali Rauf,16W,1.0
CHE 300C LAB 1,Chemical Engineering Lab IV,T 1:00PM-3:50PM,Tauqeer Abbas,16W,1.0
CHE 313 LEC 1,Material Science and Engineering,MW 3:30PM-4:45PM,Salman Noshear Arshad,16W,3.0
CHE 315 LEC 1,Chemical Process Simulation,TR 5:00PM-5:50PM,Usman Bin Shahid,16W,2.0
CHE 360 LEC 1,"Chemical Kinetics and Reaction
Engineering",TR 9:30AM-10:45AM,Ali Rauf,16W,3.0
CHE 390 LEC 1,Transport Phenomena,TR 8:00AM-9:15AM,Qasim Imtiaz,16W,3.0
CHE 412 LEC 1,Membrane Science and Engineering,MW 11:00AM-12:15PM,Faheem Hassan Akhtar,16W,3.0
CHE 430 LEC 1,Chemical Process Control,MW 12:00PM-1:15PM,Qandeel Almas,16W,3.0
CHE 512 LEC 1,Biochemical Engineering,TR 11:00AM-12:15PM,Shahana Khurshid,16W,3.0
CHE 712 LEC 1,Advanced Reaction Engineering,TR 8:00AM-9:15AM,Tauqeer Abbas,16W,3.0
CHE 713 LEC 1,Engineering Thermodynamics,MW 4:00PM-5:15PM,Faheem Hassan Akhtar,16W,3.0
CHEM 100 LAB 1,Experimental Chemistry,M 10:00AM-12:50PM,Basit Yameen,16W,1.0
CHEM 100 LEC 1,Experimental Chemistry,M 9:00AM-9:50AM,Basit Yameen,16W,1.0
CHEM 100 LAB 2,Experimental Chemistry,T 10:00AM-12:50PM,Basit Yameen,16W,1.0
CHEM 100 LEC 2,Experimental Chemistry,T 9:00AM-9:50AM,Basit Yameen,16W,1.0
CHEM 100 LAB 3,Experimental Chemistry,W 10:00AM-12:50PM,Basit Yameen,16W,1.0
CHEM 100 LEC 3,Experimental Chemistry,W 9:00AM-9:50AM,Basit Yameen,16W,1.0
CHEM 100 LAB 4,Experimental Chemistry,R 10:00AM-12:50PM,Basit Yameen,16W,1.0
CHEM 100 LEC 4,Experimental Chemistry,R 9:00AM-9:50AM,Basit Yameen,16W,1.0
CHEM 100 LAB 5,Experimental Chemistry,M 10:00AM-12:50PM,Basit Yameen,16W,1.0
CHEM 100 LEC 5,Experimental Chemistry,M 9:00AM-9:50AM,Basit Yameen,16W,1.0
CHEM 100 LAB 6,Experimental Chemistry,T 10:00AM-12:50PM,Basit Yameen,16W,1.0
CHEM 100 LEC 6,Experimental Chemistry,T 9:00AM-9:50AM,Basit Yameen,16W,1.0
CHEM 100 LAB 7,Experimental Chemistry,W 10:00AM-12:50PM,Basit Yameen,16W,1.0
CHEM 100 LEC 7,Experimental Chemistry,W 9:00AM-9:50AM,Basit Yameen,16W,1.0
CHEM 100 LAB 8,Experimental Chemistry,R 10:00AM-12:50PM,Basit Yameen,16W,1.0
CHEM 100 LEC 8,Experimental Chemistry,R 9:00AM-9:50AM,Basit Yameen,16W,1.0
CHEM 230 LAB 1,Organic Chemistry Lab I,F 8:00AM-1:50PM,Irshad Hussain,16W,2.0
CHE 200A LEC 1,Chemical Engineering Lab I,F 8:00AM-1:50PM,Irshad Hussain,16W,2.0
CHEM 233 LEC 1,Molecular Spectroscopy,TR 5:00PM-6:15PM,Muhammad Saeed,16W,3.0
PHY 337 LEC 1,Molecular Spectroscopy,TR 5:00PM-6:15PM,Muhammad Saeed,16W,3.0
CHEM 311 LEC 1,Chemical Thermodynamics,MW 11:00AM-12:15PM,Falak Sher,16W,3.0
CHEM 313 LEC 1,Special Topics in Physical Chemistry,TR 11:00AM-12:15PM,Salman Noshear Arshad,16W,3.0
CHEM 320 LAB 1,Inorganic Chemistry Lab,M 8:00AM-10:50AM,Ghayoor Abbas Chotana,16W,2.0
CHEM 320 LEC 1,Inorganic Chemistry Lab,F 2:00PM-2:50PM,Muhammad Zaheer,16W,2.0
CHEM 334 LEC 1,Advanced Organic Chemistry,TR 9:30AM-10:45AM,"Rahman Shah Zaib
Saleem",16W,3.0
CHEM 503 LAB 1,"Experimental Methods in Chemical
Research",R 9:30AM-3:20PM,Ghayoor Abbas Chotana,16W,3.0
CHEM 503 LEC 1,"Experimental Methods in Chemical
Research",F 3:00PM-3:50PM,Muhammad Zaheer,16W,3.0
CHEM 511 LEC 1,Advanced Physical Chemistry I,MW 5:00PM-6:15PM,Falak Sher,16W,3.0
CHEM 513 LEC 1,"Electrochemical Energy Storage and
Conversion",TR 3:30PM-4:45PM,Ali Rauf,16W,3.0
CHEM 515 LEC 1,Polymer Science and Technology,TR 4:00PM-5:15PM,Basit Yameen,16W,3.0
CHEM 523 LEC 1,Organotransition Metal Chemistry,MW 2:00PM-3:15PM,Ghayoor Abbas Chotana,16W,3.0
CHEM 533 LEC 1,Organic Spectroscopy,TR 5:00PM-6:15PM,"Rahman Shah Zaib
Saleem",16W,3.0
CHEM 711 LEC 1,Selected Topics in Physical Chemistry,MW 8:00AM-9:15AM,Falak Sher,16W,3.0
CHEM 712 LEC 1,Quantum Chemistry and Spectroscopy,MW 2:30PM-3:45PM,Habib-ur- Rehman,16W,3.0
PHY 5112 LEC 1,Quantum Chemistry and Spectroscopy,MW 2:30PM-3:45PM,Habib-ur- Rehman,16W,3.0
CLCA 1122 LEC 1,Readings in Urdu Literature,MW 4:00PM-5:50PM,Zahid Hussain,16W,4.0
CLCA 1212 LEC 1,Elements of a Screenplay,MW 12:00PM-1:50PM,Usama Mumtaz Lali,16W,4.0
CLCA 2124 LEC 1,Naya Urdu Afsana,TR 4:00PM-5:50PM,TBA,16W,4.0
CLCA 2128 LEC 1,Partition Literature in Urdu,MW 4:00PM-5:50PM,Nasir Abbas,16W,4.0
CLCA 2214 LEC 1,Mechanics of Film,TR 12:00PM-1:50PM,Zebunnisa Hamid,16W,4.0
CLCA 2223 LEC 1,"Contemporary Screens: The Art of the
Web Series",MW 2:00PM-3:50PM,"Raja Mohammad Tabish
Habib",16W,4.0
CLCA 2310 LEC 1,Fiction Writing Workshop,TR 2:00PM-3:50PM,Bilal Tanweer,16W,4.0
CLCA 2402 LEC 1,Book Illustration,MW 9:00AM-10:50AM,Mahnoor Azeem,16W,4.0
CLCA 3113 LEC 1,Kafka,MW 12:00PM-1:50PM,Bilal Tanweer,16W,4.0
CLCA 3116 LEC 1,Writing About Great Books,MW 2:00PM-3:50PM,Maryam Wasif Khan,16W,4.0
CLCA 3127 LEC 1,"The Indomitable Fiction: The Dastan e
Amir Hamza",TR 2:00PM-3:50PM,Fatima Fayyaz,16W,4.0
CLCA 3212 LEC 1,"The Chromatic Lens: The Evolution of
Colour from Film to Digital",TR 4:00PM-5:50PM,"Raja Mohammad Tabish
Habib",16W,4.0
CLCA 3217 LEC 1,"Bad Mothers,
Motherhood, and Mothering on Screen",MW 10:00AM-11:50AM,Amalie Goul Dueholm,16W,4.0
GSS 369 LEC 1,"Bad Mothers,
Motherhood, and Mothering on Screen",MW 10:00AM-11:50AM,Amalie Goul Dueholm,16W,4.0
CS 100 LEC 1,Computational Problem Solving,MW 8:00AM-8:50AM,"Muhammad Fareed
Zaffar",16W,3.0
CS 100 LAB 1,Computational Problem Solving,W 11:00AM-1:50PM,"Muhammad Fareed
Zaffar",16W,3.0
CS 200 LEC 1,Introduction to Programming,TR 2:30PM-3:45PM,Muhammad Saqib Ilyas,16W,4.0
CS 200 LAB 1,Introduction to Programming,R 9:30AM-12:20PM,Zartash Afzal Uzmi,16W,4.0
CS 200 LEC 2,Introduction to Programming,MW 3:30PM-4:45PM,Zartash Afzal Uzmi,16W,4.0
CS 200 LAB 2,Introduction to Programming,T 9:30AM-12:20PM,Zartash Afzal Uzmi,16W,4.0
EE 201 LEC 1,Introduction to Programming,T 9:30AM-12:20PM,Zartash Afzal Uzmi,16W,4.0
CS 202 LEC 1,Data Structures,MW 9:00AM-10:15AM,Maryam Abdul Ghafoor,16W,3.0
CS 202 LEC 2,Data Structures,MW 10:30AM-11:45AM,Maryam Abdul Ghafoor,16W,3.0
EE 202 LEC 1,Data Structures,MW 10:30AM-11:45AM,Maryam Abdul Ghafoor,16W,3.0
CS 300 LEC 1,Advanced Programming,TR 9:30AM-10:45AM,Waqar Ahmad,16W,3.0
CS 300 LEC 2,Advanced Programming,TR 11:00AM-12:15PM,Waqar Ahmad,16W,3.0
CS 331 LEC 1,"Foundations of AI and Machine
Learning",TR 12:30PM-1:45PM,Muhammad Tahir,16W,3.0
CS 331 LEC 2,"Foundations of AI and Machine
Learning",TR 2:00PM-3:15PM,Muhammad Tahir,16W,3.0
CS 334 LEC 1,"Principles and Techniques of Data
Science",MW 12:00PM-1:15PM,Shizza Asher,16W,3.0
EE 402 LEC 1,"Principles and Techniques of Data
Science",MW 12:00PM-1:15PM,Shizza Asher,16W,3.0
CS 360 LEC 1,Software Engineering,MW 9:00AM-10:15AM,Naveed Arshad,16W,3.0
CS 382 LEC 1,Network-Centric Computing,MW 12:00PM-1:15PM,Momina Khan,16W,3.0
CS 382 LEC 2,Network-Centric Computing,MW 1:30PM-2:45PM,Zafar Ayyub Qazi,16W,3.0
EE 475 LEC 1,Network-Centric Computing,MW 1:30PM-2:45PM,Zafar Ayyub Qazi,16W,3.0
CS 432 LEC 1,Introduction to Data Mining,MW 3:00PM-4:15PM,Asim Karim,16W,3.0
CS 536 LEC 1,Data Mining,MW 3:00PM-4:15PM,Asim Karim,16W,3.0
CS 437 LEC 1,Deep Learning,MW 4:00PM-5:15PM,Murtaza Taj,16W,3.0
CS 5317 LEC 1,Deep Learning,MW 4:00PM-5:15PM,Murtaza Taj,16W,3.0
EE 414 LEC 1,Deep Learning,MW 4:00PM-5:15PM,Murtaza Taj,16W,3.0
EE 517 LEC 1,Deep Learning,MW 4:00PM-5:15PM,Murtaza Taj,16W,3.0
CS 439 LEC 1,Algorithmic Foundation of Big Tech,TR 2:30PM-3:45PM,Imdad ullah khan,16W,3.0
CS 5303 LEC 1,Algorithmic Foundation of Big Tech,TR 2:30PM-3:45PM,Imdad ullah khan,16W,3.0
CS 466 LEC 1,"Human-Computer Interaction and
Design",MW 10:30AM-11:45AM,Suleman Shahid,16W,3.0
CS 5613 LEC 1,"Human-Computer Interaction and
Design",MW 10:30AM-11:45AM,Suleman Shahid,16W,3.0
CS 473 LEC 1,Network Security,TR 11:00AM-12:15PM,Basit Shafiq,16W,3.0
CS 5714 LEC 1,Network Security,TR 11:00AM-12:15PM,Basit Shafiq,16W,3.0
EE 483 LEC 1,Network Security,TR 11:00AM-12:15PM,Basit Shafiq,16W,3.0
CS 487 LEC 1,Cloud Development,MW 10:30AM-11:45AM,"Syed Muhammad
Hassan",16W,3.0
CS 5302 LEC 1,Foundations of Generative AI,MW 2:00PM-3:15PM,Agha Ali Raza,16W,3.0
EE 416 LEC 1,Foundations of Generative AI,MW 2:00PM-3:15PM,Agha Ali Raza,16W,3.0
EE 519 LEC 1,Foundations of Generative AI,MW 2:00PM-3:15PM,Agha Ali Raza,16W,3.0
CS 5620 LEC 1,"Designing Technology for Social
Impact",TR 10:30AM-11:45AM,Maryam Mustafa,16W,3.0
CS 564 LEC 1,"Software Development: Tools and
Processes",MW 4:00PM-5:15PM,Shafay Shamail,16W,3.0
CS 677 LEC 1,Internet of Things,TR 5:00PM-6:15PM,Naveed Anwar Bhatti,16W,3.0
DISC 112 LEC 1,Computer and Problem Solving,MW 9:30AM-10:45AM,Mahira Ilyas,16W,4.0
DISC 112 LAB 1,Computer and Problem Solving,F 9:30AM-12:20PM,Mahira Ilyas,16W,4.0
DISC 112 LEC 2,Computer and Problem Solving,MW 11:00AM-12:15PM,Mahira Ilyas,16W,4.0
DISC 112 LAB 2,Computer and Problem Solving,F 9:30AM-12:20PM,TBA,16W,4.0
DISC 112 LEC 3,Computer and Problem Solving,TR 9:30AM-10:45AM,Mahira Ilyas,16W,4.0
DISC 112 LAB 3,Computer and Problem Solving,F 2:30PM-5:20PM,Mahira Ilyas,16W,4.0
DISC 112 LEC 4,Computer and Problem Solving,TR 11:00AM-12:15PM,Mahira Ilyas,16W,4.0
DISC 112 LAB 4,Computer and Problem Solving,F 2:30PM-5:20PM,TBA,16W,4.0
DISC 112 LEC 5,Computer and Problem Solving,MW 8:00AM-9:15AM,Humbal Tariq,16W,4.0
DISC 112 LAB 5,Computer and Problem Solving,R 3:30PM-6:20PM,Humbal Tariq,16W,4.0
DISC 112 LEC 6,Computer and Problem Solving,MW 9:30AM-10:45AM,Humbal Tariq,16W,4.0
DISC 112 LAB 6,Computer and Problem Solving,R 3:30PM-6:20PM,TBA,16W,4.0
DISC 112 LEC 7,Computer and Problem Solving,MW 12:30PM-1:45PM,Humbal Tariq,16W,4.0
DISC 112 LAB 7,Computer and Problem Solving,R 3:30PM-6:20PM,TBA,16W,4.0
DISC 203 LEC 1,Probability and Statistics,TR 3:30PM-4:45PM,Usman Elahi,16W,3.0
DISC 203 LEC 2,Probability and Statistics,MW 2:00PM-3:15PM,Sana Sami,16W,3.0
DISC 212 LEC 1,Introduction to Management Science,TR 11:00AM-12:15PM,Zaid Saeed Khan,16W,3.0
DISC 212 LEC 2,Introduction to Management Science,TR 2:00PM-3:15PM,Zaid Saeed Khan,16W,3.0
DISC 212 LEC 3,Introduction to Management Science,MW 3:30PM-4:45PM,Abid Raza Khan,16W,3.0
DISC 212 LEC 4,Introduction to Management Science,MW 5:00PM-6:15PM,Abid Raza Khan,16W,3.0
DISC 231 LEC 1,Operations Management,TR 11:00AM-12:15PM,TBA,16W,3.0
DISC 231 LEC 2,Operations Management,TR 12:30PM-1:45PM,TBA,16W,3.0
DISC 231 LEC 3,Operations Management,TR 2:00PM-3:15PM,TBA,16W,3.0
DISC 231 LEC 4,Operations Management,TR 1:00PM-2:15PM,TBA,16W,3.0
DISC 320 LEC 1,"Qualitative and Quantitative Methods
in Business",MW 3:30PM-4:45PM,Raja Rub Nawaz,16W,3.0
DISC 320 LEC 2,"Qualitative and Quantitative Methods
in Business",MW 5:00PM-6:15PM,Raja Rub Nawaz,16W,3.0
DISC 321 LEC 1,Decision Analysis,MW 9:00AM-10:50AM,"Sheikh Attique Ur
Rehman",16W,4.0
DISC 321 LEC 2,Decision Analysis,TR 9:00AM-10:50AM,"Sheikh Attique Ur
Rehman",16W,4.0
DISC 322 LEC 1,"Optimization Methods in Management
Science",MW 9:30AM-10:45AM,Kamran Rashid,16W,3.0
DISC 322 LEC 2,"Optimization Methods in Management
Science",MW 11:00AM-12:15PM,Kamran Rashid,16W,3.0
DISC 322 LEC 3,"Optimization Methods in Management
Science",MW 12:30PM-1:45PM,Kamran Rashid,16W,3.0
DISC 323 LEC 1,Decision Behaviour,MW 2:00PM-3:15PM,"Sheikh Attique Ur
Rehman",16W,3.0
DISC 323 LEC 2,Decision Behaviour,TR 2:00PM-3:15PM,"Sheikh Attique Ur
Rehman",16W,3.0
DISC 327 LEC 1,Risk Management Process,MW 5:00PM-6:15PM,Ahmed Majeed Khan,16W,3.0
DISC 333 LEC 1,"Supply Chain and Logistics
Management",MW 8:00AM-9:15AM,Ahsan Umar,16W,3.0
DISC 335 LEC 1,"Transportation and Logistics
Management",MW 2:00PM-3:15PM,Zaid Saeed Khan,16W,3.0
DISC 420 LEC 1,Business Analytics,MW 12:30PM-1:45PM,Maheen Aamir Syed,16W,3.0
DISC 420 LEC 2,Business Analytics,MW 2:00PM-3:15PM,Maheen Aamir Syed,16W,3.0
DISC 7601 LEC 1,Research Methods,F 2:00PM-5:00PM,Ghazal Mir Zulfiqar,16W,2.0
DISC 7602 LEC 1,Advanced Research Methods,R 12:30PM-3:30PM,"Muhammad Ghufran
Ahmad",16W,3.0
ECON 100 LEC 1,Principles of Economics,MW 4:00PM-5:50PM,Nadia Mukhtar Sayed,16W,4.0
ECON 111 LEC 1,Principles of Microeconomics,TR 4:00PM-5:15PM,Hana Zahir,16W,4.0
ECON 111 RAC 1,Principles of Microeconomics,W 10:00AM-10:50AM,Ayesha Karim Malik,16W,4.0
ECON 111 RAC 2,Principles of Microeconomics,W 11:00AM-11:50AM,Ayesha Karim Malik,16W,4.0
ECON 111 RAC 3,Principles of Microeconomics,W 12:00PM-12:50PM,Ayesha Karim Malik,16W,4.0
ECON 111 LEC 2,Principles of Microeconomics,TR 2:30PM-3:45PM,Hana Zahir,16W,4.0
ECON 111 RAC 4,Principles of Microeconomics,T 10:00AM-10:50AM,Ayesha Karim Malik,16W,4.0
ECON 111 RAC 5,Principles of Microeconomics,T 11:00AM-11:50AM,Ayesha Karim Malik,16W,4.0
ECON 111 RAC 6,Principles of Microeconomics,T 12:00PM-12:50PM,Ayesha Karim Malik,16W,4.0
ECON 111 LEC 3,Principles of Microeconomics,MW 5:00PM-6:15PM,Lyyla Khalid,16W,4.0
ECON 111 RAC 7,Principles of Microeconomics,F 9:00AM-9:50AM,Ayesha Karim Malik,16W,4.0
ECON 111 RAC 8,Principles of Microeconomics,F 10:00AM-10:50AM,Ayesha Karim Malik,16W,4.0
ECON 111 RAC 9,Principles of Microeconomics,F 11:00AM-11:50AM,Ayesha Karim Malik,16W,4.0
ECON 121 LEC 1,Principles of Macroeconomics,TR 2:30PM-3:45PM,Fahd Ali,16W,4.0
ECON 121 RAC 1,Principles of Macroeconomics,F 10:00AM-10:50AM,Anum Fatima,16W,4.0
ECON 121 RAC 2,Principles of Macroeconomics,F 11:00AM-11:50AM,Anum Fatima,16W,4.0
ECON 121 RAC 3,Principles of Macroeconomics,F 12:00PM-12:50PM,Anum Fatima,16W,4.0
ECON 121 LEC 2,Principles of Macroeconomics,TR 1:00PM-2:15PM,Sheraz Latif Malik,16W,4.0
ECON 121 RAC 4,Principles of Macroeconomics,R 3:00PM-3:50PM,Anum Fatima,16W,4.0
ECON 121 RAC 5,Principles of Macroeconomics,R 4:00PM-4:50PM,Anum Fatima,16W,4.0
ECON 121 RAC 6,Principles of Macroeconomics,R 5:00PM-5:50PM,Anum Fatima,16W,4.0
ECON 121 LEC 3,Principles of Macroeconomics,MW 12:00PM-1:15PM,Kashif Zaheer Malik,16W,4.0
ECON 121 RAC 7,Principles of Macroeconomics,T 9:00AM-9:50AM,Khadija Aftab,16W,4.0
ECON 121 RAC 8,Principles of Macroeconomics,T 10:00AM-10:50AM,Khadija Aftab,16W,4.0
ECON 121 RAC 9,Principles of Macroeconomics,T 11:00AM-11:50AM,Khadija Aftab,16W,4.0
ECON 211 LEC 1,Intermediate Microeconomics,MW 12:00PM-1:50PM,Syed Muhammad Hasan,16W,4.0
ECON 211 LEC 2,Intermediate Microeconomics,MW 8:00AM-9:50AM,Syed Muhammad Hasan,16W,4.0
ECON 213 LEC 1,Behavioral Economics,TR 12:00PM-1:50PM,Farah Said,16W,4.0
ECON 221 LEC 1,Intermediate Macroeconomics,MW 2:00PM-3:50PM,Antonio Marasco,16W,4.0
ECON 221 LEC 2,Intermediate Macroeconomics,TR 11:00AM-12:50PM,Antonio Marasco,16W,4.0
ECON 230 LEC 1,Statistics and Data Analysis,MW 4:00PM-5:30PM,Usman Elahi,16W,4.0
