Course Code,Course Title,Day and Time,Instructor,Session,Cr Hrs
LAW 315 LEC 1,Advanced Law and Violence in SouthAsia,MW 2:00PM-3:50PM,Sarah Humayun,16W,4
LAW 3207 LEC 1,Contractual Interpretation: Disputesover the meaning of words,TR 2:00PM-3:50PM,Maria Farooq,16W,4
MGMT 266 w/ LAW 3207,Contractual Interpretation: Disputesover the meaning of words,TR 2:00PM-3:50PM,Maria Farooq,16W,4
LAW 352 LEC 1,Public International Law,TR 2:00PM-3:50PM,Raza Saeed,16W,4
LAW 352 LEC 2,Public International Law,TR 10:00AM-11:50AM,Sikandar Ahmed Shah,16W,4
LAW 353 LEC 1,Human Rights,MW 2:00PM-3:50PM,Aisha Ahmad,16W,4
LAW 394 LEC 1,Competition Law and Antitrust,TR 10:00AM-11:50AM,Maria Farrukh IrfanKhan,16W,4
MGMT 264 w/ LAW 394,Competition Law and Antitrust,TR 10:00AM-11:50AM,Maria Farrukh IrfanKhan,16W,4
LAW 427 LEC 1,"Crime, Law and Finance: Wonders ofWhite Color Crime in Pakistan!",TR 1:00PM-2:50PM,Faiza .,16W,4
LAW 4313 LEC 1,Public Private Partnerships,TR 4:00PM-5:50PM,Ali Awais,16W,4
MGMT 265 w/ LAW 4313,Public Private Partnerships,TR 4:00PM-5:50PM,Ali Awais,16W,4
LAW 4503 LEC 1,War Law,TR 4:00PM-5:50PM,Ayesha Alam Malik,16W,4
LAW 4505 SEM 1,Business and Human Rights: A CriticalLegal Perspective from the South,MW 10:00AM-11:50AM,Muhammad Azeem,16W,4
LAW 471 LEC 1,Civil Procedure,MW 4:00PM-5:50PM,Muhammad Umar Ali,16W,4
LAW 471 LEC 2,Civil Procedure,MW 10:00AM-11:50AM,TBA,16W,4
LAW 472 LEC 1,Criminal Procedure,MW 4:00PM-5:50PM,Haider Rasul Mirza,16W,4
LAW 4812 LEC 1,Legal Practice II: Legal Instruments,MW 10:00AM-11:50AM,Muhammad Umar Ali,16W,4
LAW 4812 LEC 2,Legal Practice II: Legal Instruments,TR 8:00AM-9:50AM,Summaiya Zaidi,16W,4
LAW 4906 LEC 1,LUMS Law Clinic,MW 12:00PM-1:50PM,Maira Mumtaz,16W,4
LAW 4907 SEM 1,The Jurisprudence of Water,TR 12:00PM-1:50PM,Asad Farooq,16W,4
ENV 423 w/ LAW 4907,The Jurisprudence of Water,TR 12:00PM-1:50PM,Asad Farooq,16W,4
LAW 4922 SEM 1,Human Rights Clinic I,F 2:00PM-5:50PM,Sadaf Aziz,16W,4
MATH 001 LEC 1,Conway seminars,M 4:00PM-4:50PM,Shaheen Nazir,16W,4
MATH 100 LEC 1,Pre-Calculus,MW 11:00AM-12:15PM,TBA,16W,3
MATH 100 LEC 2,Pre-Calculus,MW 9:30AM-10:45AM,TBA,16W,3
MATH 101 LEC 1,Calculus I,MW 2:00PM-2:50PM,Waqas Ali Azhar,16W,3
MATH 101 RAC 2,Calculus I,F 3:00PM-3:50PM,TBA,16W,3
MATH 101 RAC 1,Calculus I,F 4:00PM-4:50PM,TBA,16W,3
MATH 101 LEC 2,Calculus I,MW 1:00PM-1:50PM,Waqas Ali Azhar,16W,3
MATH 101 RAC 4,Calculus I,F 9:00AM-9:50AM,TBA,16W,3
MATH 101 RAC 3,Calculus I,T 2:00PM-2:50PM,TBA,16W,3
MATH 101 LEC 3,Calculus I,TR 8:00AM-8:50AM,Imran Anwar,16W,3
MATH 101 RAC 6,Calculus I,F 5:00PM-5:50PM,TBA,16W,3
MATH 101 RAC 5,Calculus I,F 2:00PM-2:50PM,TBA,16W,3
MATH 101 LEC 4,Calculus I,MW 5:30PM-6:20PM,Imran Anwar,16W,3
MATH 101 RAC 8,Calculus I,F 12:00PM-12:50PM,TBA,16W,3
MATH 101 RAC 7,Calculus I,T 5:30PM-6:20PM,TBA,16W,3
MATH 101H LEC 1,Calculus I (Honours),MWF 1:00PM-1:50PM,TBA,16W,3
MATH 102 LEC 1,Calculus II,TR 2:00PM-2:50PM,Shehryar Sikander,16W,3
MATH 102 RAC 1,Calculus II,M 4:00PM-4:50PM,TBA,16W,3
MATH 102 RAC 2,Calculus II,F 10:00AM-10:50AM,TBA,16W,3
MATH 120 LEC 1,Linear Algebra with DifferentialEquations,TR 3:00PM-3:50PM,Imran Naeem,16W,3
MATH 120 RAC 2,Linear Algebra with DifferentialEquations,F 4:00PM-4:50PM,TBA,16W,3
MATH 120 RAC 1,Linear Algebra with DifferentialEquations,F 3:00PM-3:50PM,TBA,16W,3
MATH 204 LEC 1,Introduction to Formal Mathematics,TR 12:30PM-1:45PM,Shaheen Nazir,16W,3
MATH 210 LEC 1,Introduction to Differential Equations,TR 4:00PM-5:15PM,Imran Naeem,16W,3
MATH 222 LEC 1,Linear Algebra II,MW 5:00PM-6:15PM,Haniya Azam,16W,3
MATH 230 LEC 1,Probability,MW 10:30AM-11:45AM,Sultan Sial,16W,3
MATH 230 LEC 2,Probability,MW 5:00PM-6:15PM,Sultan Sial,16W,3
MATH 231 LEC 1,Statistics,MW 12:30PM-1:45PM,TBA,16W,3
MATH 300 LEC 1,Complex Variables,TR 10:30AM-11:45AM,TBA,16W,3
MATH 309 LEC 1,Introduction to Analysis II,TR 8:00AM-9:15AM,Shaheen Nazir,16W,3
MATH 341 LEC 1,Operations Research I,MW 8:00AM-9:15AM,Kamran Rashid,16W,3
MATH 547 w/ MATH 341,Operational Research I,MW 8:00AM-9:15AM,Kamran Rashid,16W,3
MATH 4012 LEC 1,Complex Analysis,MW 8:00AM-9:15AM,Waqas Ali Azhar,16W,3
MATH 503 w/ MATH 4012,Advanced Complex Analysis,MW 8:00AM-9:15AM,Waqas Ali Azhar,16W,3
MATH 4102 LEC 1,Qualitative Differential Equation,TR 12:30PM-1:45PM,Reza Abdolmaleki,16W,3
MATH 510 w/ MATH 4102,Advanced Qualitative DifferentialEquation,TR 12:30PM-1:45PM,Reza Abdolmaleki,16W,3
MATH 521 LEC 1,Advanced Algebra,TR 4:00PM-5:15PM,Shaheen Nazir,16W,3
MECO 111 LEC 1,Principles of Microeconomics,MW 3:30PM-4:45PM,Abid Raza Khan,16W,3
MECO 111 LEC 2,Principles of Microeconomics,MW 5:00PM-6:15PM,Syed Zahid Ali,16W,3
MECO 111 LEC 3,Principles of Microeconomics,TR 9:30AM-10:45AM,Ummad Mazhar,16W,3
MECO 111 LEC 4,Principles of Microeconomics,TR 11:00AM-12:15PM,Ummad Mazhar,16W,3
MECO 111 LEC 5,Principles of Microeconomics,TR 3:30PM-4:45PM,Rabia Khan,16W,3
MECO 111 LEC 6,Principles of Microeconomics,MW 8:00AM-9:15AM,Abid Raza Khan,16W,3
MECO 111 LEC 7,Principles of Microeconomics,TR 8:00AM-9:15AM,Abid Raza Khan,16W,3
MECO 111 LEC 8,Principles of Microeconomics,MW 3:30PM-4:45PM,Syed Zahid Ali,16W,3
MECO 2201 LEC 1,Introduction to Business Economics,RFSU 4:30PM-6:40PM,Ummad Mazhar,16W,1.5
MECO 2201 LEC 2,Introduction to Business Economics,RFSU 8:30AM-10:40AM,TBA,16W,1.5
MECO 5201 LEC 1,Business Economics,SU 10:45AM-12:45PM,Misbah TanveerChaudhry,16W,1.5
MECO 5201 LEC 2,Business Economics,SU 8:30AM-10:30AM,Misbah TanveerChaudhry,16W,1.5
MECO 5201 LEC 3,Business Economics,SU 4:15PM-6:15PM,Ummad Mazhar,16W,1.5
MGMT 142 LEC 1,Principles of Management,MW 11:00AM-12:15PM,Mohsin Bashir,16W,3
MGMT 142 LEC 2,Principles of Management,MW 11:00AM-12:15PM,Mujeeb Rashid,16W,3
MGMT 142 LEC 3,Principles of Management,TR 3:30PM-4:45PM,Mujeeb Rashid,16W,3
MGMT 142 LEC 4,Principles of Management,TR 5:00PM-6:15PM,TBA,16W,3
MGMT 142 LEC 5,Principles of Management,MW 2:00PM-3:15PM,Muhammad HamzaNawaz Butt,16W,3
MGMT 142 LEC 6,Principles of Management,MW 3:30PM-4:45PM,Muhammad HamzaNawaz Butt,16W,3
MGMT 142 LEC 7,Principles of Management,TR 2:00PM-3:15PM,Muhammad HamzaNawaz Butt,16W,3
MGMT 142 LEC 8,Principles of Management,TR 8:00AM-9:15AM,TBA,16W,3
MGMT 212 LEC 1,Business Communication,TR 11:00AM-12:15PM,Shezeen Salim Hemani,16W,3
MGMT 212 LEC 2,Business Communication,TR 12:30PM-1:45PM,Shezeen Salim Hemani,16W,3
MGMT 212 LEC 3,Business Communication,TR 2:00PM-3:15PM,Mehroz Sajjad,16W,3
MGMT 212 LEC 4,Business Communication,MW 11:00AM-12:15PM,Anjum Fayyaz,16W,3
MGMT 212 LEC 5,Business Communication,MW 9:30AM-10:45AM,Jazib Zahir,16W,3
MGMT 242 LEC 1,Business Ethics and Corporate SocialResponsibility,TR 11:00AM-12:15PM,Razi Allah Lone,16W,3
MGMT 242 LEC 2,Business Ethics and Corporate SocialResponsibility,TR 2:00PM-3:15PM,Razi Allah Lone,16W,3
MGMT 242 LEC 3,Business Ethics and Corporate SocialResponsibility,TR 3:30PM-4:45PM,Razi Allah Lone,16W,3
MGMT 244 LEC 1,Reforming The Public Sector,TR 5:00PM-6:15PM,Muhammad Ajmal,16W,3
MGMT 247 LEC 1,Public Financial Management,TR 2:00PM-3:15PM,Sajid Siddique,16W,3
MGMT 252 LEC 1,Logic and Critical Thinking,MW 3:30PM-4:45PM,Muhammad ShabbirAhsen,16W,3
MGMT 260 LEC 1,Business Law,MW 8:00AM-9:15AM,Ali Sultan,16W,3
MGMT 260 LEC 2,Business Law,MW 9:30AM-10:45AM,Ali Sultan,16W,3
MGMT 260 LEC 3,Business Law,MW 11:00AM-12:15PM,Ali Sultan,16W,3
MGMT 2601 LEC 1,Introduction to Management,RFSU 11:00AM-1:10PM,TBA,16W,1.5
MGMT 2601 LEC 2,Introduction to Management,RFSU 2:00PM-4:10PM,TBA,16W,1.5
MGMT 261 LEC 1,Introduction to Policy Analysis,MW 9:30AM-10:45AM,Ghazal Mir Zulfiqar,16W,3
MGMT 263 LEC 1,Contemporary Social Policy Issues inPakistan,TR 12:30PM-1:45PM,Muhammad Ahsan Rana,16W,3
MGMT 348 LEC 1,Internet Governance and TechnologyPolicy,MW 5:00PM-6:15PM,Gulalai Khan,16W,3
MGMT 365 LEC 1,Urban Planning and Management,TR 3:30PM-4:45PM,Suleman Ghani,16W,3
MGMT 373 LEC 1,Personal Effectiveness,MW 3:30PM-4:45PM,Adnan Zahid,16W,3
MGMT 386 LEC 1,"Business, Government, and Society",MW 12:30PM-1:45PM,Ghazal Mir Zulfiqar,16W,3
MGMT 387 LEC 1,Managing Diverse People andOrganizations,MW 9:30AM-10:45AM,Ayesha Masood,16W,3
MGMT 400 LEC 1,Strategic Business Management,TR 2:00PM-3:15PM,Salma Zaman,16W,3
MGMT 400 LEC 2,Strategic Business Management,TR 3:30PM-4:45PM,Salma Zaman,16W,3
MGMT 400 LEC 3,Strategic Business Management,MW 9:30AM-10:45AM,Anjum Fayyaz,16W,3
MGMT 8102 LEC 1,Seminar in Strategic Management,W 12:00PM-3:00PM,Salma Zaman,16W,3
MGMT 8402 LEC 1,Foundation of Management Research,W 9:00AM-12:00PM,Ghulam Ali Arain,16W,3
MGMT 8403 LEC 1,Applications of Psychology inManagement,R 9:00AM-12:00PM,Jawad Sarwar NaqviSyed,16W,3
MGMT 8404 LEC 1,Pedagogy,T 9:00AM-12:00PM,Syed Zahoor Hassan,16W,2
MKTG 201 LEC 1,Principles of Marketing,MW 2:00PM-3:15PM,Komal Zain,16W,3
MKTG 201 LEC 2,Principles of Marketing,MW 3:30PM-4:45PM,Komal Zain,16W,3
MKTG 201 LEC 3,Principles of Marketing,TR 12:30PM-1:45PM,Mahira Ilyas,16W,3
MKTG 201 LEC 4,Principles of Marketing,TR 2:00PM-3:15PM,Mahira Ilyas,16W,3
MKTG 201 LEC 5,Principles of Marketing,TR 3:30PM-4:45PM,Saima Mujtaba Rana,16W,3
MKTG 2401 LEC 1,Introduction to Marketing,RFSU 8:30AM-10:40AM,TBA,16W,1.5
MKTG 2401 LEC 2,Introduction to Marketing,RFSU 4:30PM-6:40PM,TBA,16W,1.5
MKTG 302 LEC 1,Digital Marketing,TR 12:30PM-1:45PM,Aaminah Zaman Malik,16W,3
MKTG 324 LEC 1,Integrated Marketing Communications,TR 11:00AM-12:15PM,Komal Zain,16W,3
MKTG 332 LEC 1,Consumer Behaviour,TR 2:00PM-3:15PM,Saima Mujtaba Rana,16W,3
MKTG 343 LEC 1,Marketing Models,MW 2:00PM-3:15PM,Muhammad Asim,16W,3
MKTG 344 LEC 1,Data Driven Marketing,TR 5:00PM-6:15PM,Aleena Iqtidar,16W,3
MKTG 345 LEC 1,Data Analytics for New ProductDevelopment,MW 3:30PM-4:45PM,Muhammad Asim,16W,3
MKTG 392 LEC 1,Brand Management,MW 2:00PM-3:15PM,Moeen Naseer Butt,16W,3
MKTG 5401 LEC 1,Marketing Management,SU 10:45AM-12:45PM,Usman Iqbal Bhatty,16W,3
Course Code Section,Course Title,Days Start Time-End Time,Instructor,16W,CreditHrs.
Course Code LEC 2,Course Title,SU 10:45AM-12:45PM,Aaminah Zaman Malik,16W,CreditHrs.
Course Code LEC 3,Course Title,SU 8:30AM-10:30AM,Aaminah Zaman Malik,16W,CreditHrs.
ORSC 201 LEC 1,Organizational Behaviour,TR 11:00AM-12:15PM,Mohsin Bashir,16W,3
ORSC 201 LEC 2,Organizational Behaviour,MW 8:00AM-9:15AM,TBA,16W,3
ORSC 201 LEC 3,Organizational Behaviour,TR 11:00AM-12:15PM,Ghulam Ali Arain,16W,3
ORSC 201 LEC 4,Organizational Behaviour,TR 12:30PM-1:45PM,Ghulam Ali Arain,16W,3
ORSC 201 LEC 5,Organizational Behaviour,MW 9:30AM-10:45AM,Faiza Ali,16W,3
ORSC 341 LEC 1,Human Resource Management,MW 11:00AM-12:15PM,Faiza Ali,16W,3
ORSC 8402 LEC 1,Seminar in Human ResourceManagement,M 12:00PM-3:00PM,Muhammad AbdurRahman Malik,16W,3
PHIL 211 LEC 1,Foundations of Liberal Arts,MW 8:00AM-9:50AM,Basit Bilal Koshul,16W,4
PHIL 213 LEC 1,History of Western Philosophy from Descarte to Kant,MW 12:00PM-1:50PM,Muhammad ShabbirAhsen,16W,4
PHY 101 LEC 1,Mechanics,TR 10:30AM-11:45AM,Syed Moeez Hassan,16W,4
PHY 101 RAC 3,Mechanics,F 8:00AM-8:50AM,Syed Moeez Hassan,16W,4
PHY 101 RAC 4,Mechanics,R 2:00PM-2:50PM,Aeysha Khalique,16W,4
PHY 101 RAC 1,Mechanics,T 8:00AM-8:50AM,Syed Moeez Hassan,16W,4
PHY 101 RAC 2,Mechanics,F 3:00PM-3:50PM,Syed Moeez Hassan,16W,4
PHY 101 LEC 2,Mechanics,TR 4:00PM-5:15PM,Syed Moeez Hassan,16W,4
PHY 101 RAC 7,Mechanics,F 5:00PM-5:50PM,Syed Moeez Hassan,16W,4
PHY 101 RAC 8,Mechanics,T 12:30PM-1:20PM,Aeysha Khalique,16W,4
PHY 101 RAC 5,Mechanics,F 2:00PM-2:50PM,Syed Moeez Hassan,16W,4
PHY 101 RAC 6,Mechanics,F 4:00PM-4:50PM,Syed Moeez Hassan,16W,4
PHY 204 LEC 1,Electricity and Magnetism,TR 8:00AM-9:15AM,Rizwan Khalid,16W,3
PHY 212 LEC 1,Quantum Mechanics I,TR 9:30AM-10:45AM,Adam Zaman Chaudhry,16W,3
PHY 223 LEC 1,Mathematical Methods in Physics andEngineering I,MW 5:00PM-6:15PM,Tajdar Mufti,16W,3
PHY 300 LAB 1,Experimental Physics Lab II,T 8:00AM-4:50PM,Muhammad SabiehAnwar,16W,3
PHY 500 w/ PHY 300,Graduate Physics Lab,T 8:00AM-4:50PM,Muhammad SabiehAnwar,16W,3
PHY 301 LEC 1,Classical Mechanics,TR 5:00PM-6:15PM,Adam Zaman Chaudhry,16W,3
PHY 307 LEC 1,Fundamentals of Astronomy andAstrophysics,MW 12:30PM-1:45PM,TBA,16W,3
AST 302 w/ PHY 307,Fundamentals of Astronomy andAstrophysics,MW 12:30PM-1:45PM,TBA,16W,3
PHY 506 w/ PHY 307,Fundamentals of Astronomy andAstrophysics,MW 12:30PM-1:45PM,TBA,16W,3
PHY 313 LEC 1,Statistical Mechanics,MW 11:00AM-12:15PM,Muhammad Faryad,16W,4
PHY 510 w/ PHY 313,Advanced Statistical Mechanics,MW 11:00AM-12:15PM,Muhammad Faryad,16W,4
PHY 501 LEC 1,Electrodynamics,MW 2:00PM-3:15PM,Tajdar Mufti,16W,3
PHY 404 w/ PHY 501,Relativistic Electrodynamics,MW 2:00PM-3:15PM,Tajdar Mufti,16W,3
PHY 5104 LEC 1,Quantum Machine Learning,MW 3:30PM-4:45PM,Muhammad Faryad,16W,3
POL 100 LEC 1,Introduction to Political Science,TR 10:00AM-11:50AM,Rida Ashfaq,16W,4
POL 100 LEC 2,Introduction to Political Science,TR 12:00PM-1:50PM,Shahab Ud Din Ahmad,16W,4
POL 100 LEC 3,Introduction to Political Science,MW 10:00AM-11:50AM,TBA,16W,4
POL 203 LEC 1,Introduction to Political Theory,TR 4:00PM-5:50PM,Adeel Hamza,16W,4
POL 203 LEC 2,Introduction to Political Theory,TR 4:00PM-5:50PM,Muhammad ShabbirAhsen,16W,4
POL 220 LEC 1,American Government and Politics,TR 2:00PM-3:50PM,Muhammad HamzaIftikhar,16W,4
POL 229 LEC 1,Politics of Armed Groups,TR 2:00PM-3:50PM,Rida Ashfaq,16W,4
POL 266 LEC 1,Women and Political Theory,MW 4:00PM-5:50PM,Adeel Hamza,16W,4
POL 3012 LEC 1,Nations and Nationalism: From Theoryto Practice,MW 10:00AM-11:50AM,Asma ul-Husna Faiz,16W,4
POL 320 LEC 1,Comparative Politics,MW 2:00PM-3:50PM,Asma ul-Husna Faiz,16W,4
POL 3202 LEC 1,Qualitative Research Methods inPolitical Science,TR 4:00PM-5:50PM,Hafiz MuhammadSalman Rafi,16W,4
POL 3302 LEC 1,Theories of IR,TR 10:00AM-11:50AM,Muhammad HamzaIftikhar,16W,4
POL 374 LEC 1,Critical Issues in Pakistan's ForeignPolicy,TR 10:00AM-11:50AM,Shahid Malik,16W,4
POL 463 LEC 1,Anthropology of State,MW 2:00PM-3:50PM,Mohammad Waseem,16W,4
ANTH 443 w/ POL 463,Anthropology of State,MW 2:00PM-3:50PM,Mohammad Waseem,16W,4
PSY 100 LEC 1,Introduction to Psychology and Human Behavior,TR 10:00AM-11:50AM,Muhammad AzamKhalid,16W,4
PSY 100 LEC 2,Introduction to Psychology and Human Behavior,TR 4:00PM-5:50PM,Natasha Sohail Barlas,16W,4
PSY 100 LEC 3,Introduction to Psychology and Human Behavior,MW 2:00PM-3:50PM,Arman Ashraf,16W,4
PSY 100 LEC 4,Introduction to Psychology and Human Behavior,MW 2:00PM-3:50PM,Humair Yusuf,16W,4
PSY 201 LEC 1,Cognition,TR 3:00PM-4:50PM,Yasser Hashmi,16W,4
PSY 212 LEC 1,Theories of Learning,TR 12:00PM-1:50PM,Imran Rashid,16W,4
PSY 214 LEC 1,Perception,MW 3:30PM-5:20PM,Yasser Hashmi,16W,4
PSY 216 LEC 1,Classic Texts in Psychology,TR 12:00PM-1:50PM,Humair Yusuf,16W,4
PSY 225 LEC 1,Emotion and Motivation,TR 12:00PM-1:50PM,Arman Ashraf,16W,4
PSY 300 LEC 1,Social Psychology,MW 4:00PM-5:50PM,Imran Rashid,16W,4
PSY 304 LEC 1,Moral Psychology,MW 10:00AM-11:50AM,Muhammad AzamKhalid,16W,4
PSY 321 LEC 1,Life Span Development,TR 2:00PM-3:50PM,Natasha Sohail Barlas,16W,4
REL 200 LEC 1,What is Religion,MW 4:00PM-5:50PM,Essam Fahim,16W,4
REL 217 LEC 1,World Religions,TR 8:00AM-9:50AM,Ateeb Gul,16W,4
REL 317 LEC 1,Post-classical Islamic Philosophy andTheology,TR 10:00AM-11:50AM,Baqar Hassan Syed,16W,4
HIST 3304 w/ REL 317,Post-classical Islamic Philosophy andTheology,TR 10:00AM-11:50AM,Baqar Hassan Syed,16W,4
REL 343 LEC 1,"A Feminist Reading of Islam: Religious Texts, Histories, and Contestations",TR 3:30PM-5:20PM,Ateeb Gul,16W,4
GSS 374 w/ REL 343,"A Feminist Reading of Islam: Religious Texts, Histories, and Contestations",TR 3:30PM-5:20PM,Ateeb Gul,16W,4
REL 362 SEM 1,Quran and its Interpreters: BetweenText and Context,F 2:00PM-5:50PM,Aurangzeb Haneef,16W,4
HIST 337 w/ REL 362,Quran and its Interpreters: BetweenText and Context,F 2:00PM-5:50PM,Aurangzeb Haneef,16W,4
REL 433 LEC 1,Islamicate Poetry in South Asia,TR 12:00PM-1:50PM,Asif Iftikhar,16W,4
CLCA 4122 w/ REL 433,Islamicate Poetry in South Asia,TR 12:00PM-1:50PM,Asif Iftikhar,16W,4
SCI 503 LEC 1,STEM Teaching in the AI Era,TR 2:30PM-3:45PM,Anusheh Attique,16W,3
EDU 427 w/ SCI 503,STEM Teaching in the AI Era,TR 2:30PM-3:45PM,Anusheh Attique,16W,3
SCI 504A LEC 1,Technology Entrepreneurship: Lab toMarket,F 10:00AM-11:15AM,Jazib Zahir,16W,1.5
SCRM 6101 LEC 1,Operations and Supply Chain Strategy,SU 2:00PM-4:00PM,TBA,16W,3
SOC 100 LEC 1,Introduction to Sociology,MW 10:00AM-11:50AM,Aftab Nasir,16W,4
SOC 100 LEC 2,Introduction to Sociology,MW 4:00PM-5:50PM,Ali Nobil Ahmad,16W,4
SOC 223 LEC 1,Sociology of Education,TR 12:00PM-1:50PM,Tania Saeed,16W,4
EDU 212 w/ SOC 223,Sociology of Education,TR 12:00PM-1:50PM,Tania Saeed,16W,4
SOC 310 LEC 1,Classical Sociological Theory,MW 2:00PM-3:50PM,Umair Javed,16W,4
SOC 364 LEC 1,Masculinities,TR 4:30PM-6:20PM,Nida Yasmeen Kirmani,16W,4
GSS 315 w/ SOC 364,Masculinities,TR 4:30PM-6:20PM,Nida Yasmeen Kirmani,16W,4
SOC 373 LEC 1,"""Indigenous"" Knowledge(s) Through aSociological Lens",MW 4:00PM-5:50PM,Aftab Nasir,16W,4
SOC 410 LEC 1,Max Weber,MW 12:00PM-1:50PM,Basit Bilal Koshul,16W,4
SOC 412 LEC 1,Political Sociology,MW 10:00AM-11:50AM,Umair Javed,16W,4
POL 464 w/ SOC 412,Political Sociology,MW 10:00AM-11:50AM,Umair Javed,16W,4
SS 100 LEC 1,Writing and Communication,TR 2:00PM-3:50PM,TBA,16W,4
SS 100 LEC 2,Writing and Communication,TR 2:00PM-3:50PM,TBA,16W,4
SS 100 LEC 3,Writing and Communication,TR 8:00AM-9:50AM,TBA,16W,4
SS 100 LEC 4,Writing and Communication,TR 12:00PM-1:50PM,TBA,16W,4
SS 100 LEC 5,Writing and Communication,MW 4:00PM-5:50PM,TBA,16W,4
SS 100 LEC 6,Writing and Communication,TR 10:00AM-11:50AM,TBA,16W,4
SS 100 LEC 7,Writing and Communication,TR 12:00PM-1:50PM,TBA,16W,4
SS 100 LEC 8,Writing and Communication,MW 2:00PM-3:50PM,TBA,16W,4
SS 100 LEC 9,Writing and Communication,MW 2:00PM-3:50PM,TBA,16W,4
SS 100 LEC 10,Writing and Communication,MW 11:00AM-12:50PM,TBA,16W,4
SS 100 LEC 11,Writing and Communication,MW 11:00AM-12:50PM,TBA,16W,4
SS 100 LEC 12,Writing and Communication,TR 4:00PM-5:50PM,TBA,16W,4
SS 100 LEC 13,Writing and Communication,MW 2:00PM-3:50PM,TBA,16W,4
SS 100 LEC 14,Writing and Communication,TR 2:00PM-3:50PM,TBA,16W,4
SS 100 LEC 15,Writing and Communication,TR 12:00PM-1:50PM,TBA,16W,4
SS 100 LEC 16,Writing and Communication,TR 10:00AM-11:50AM,TBA,16W,4
SS 100 LEC 17,Writing and Communication,MW 11:00AM-12:50PM,TBA,16W,4
SS 100 LEC 18,Writing and Communication,TR 10:00AM-11:50AM,TBA,16W,4
SS 100 LEC 19,Writing and Communication,TR 12:00PM-1:50PM,TBA,16W,4
SS 100 LEC 20,Writing and Communication,TR 4:00PM-5:50PM,TBA,16W,4
SS 100 LEC 21,Writing and Communication,TR 4:00PM-5:50PM,TBA,16W,4
SS 100 LEC 22,Writing and Communication,MW 4:00PM-5:50PM,TBA,16W,4
SS 100 LEC 23,Writing and Communication,MW 8:00AM-9:50AM,TBA,16W,4
SS 100 LEC 24,Writing and Communication,MW 11:00AM-12:50PM,TBA,16W,4
SS 100 LEC 25,Writing and Communication,MW 2:00PM-3:50PM,TBA,16W,4
SS 100 LEC 26,Writing and Communication,TR 2:00PM-3:50PM,TBA,16W,4
SS 100A LEC 1,Introduction to Writing,MW 10:00AM-10:50AM,TBA,16W,2
SS 100A LEC 2,Introduction to Writing,TR 4:30PM-5:20PM,TBA,16W,2
SS 100A LEC 3,Introduction to Writing,MW 1:00PM-1:50PM,TBA,16W,2
SS 100A LEC 4,Introduction to Writing,MW 5:00PM-5:50PM,TBA,16W,2
SS 100A LEC 5,Introduction to Writing,TR 8:00AM-8:50AM,TBA,16W,2
SS 101 LEC 1,Islamic Studies,F 4:00PM-5:50PM,TBA,16W,2
SS 101 LEC 2,Islamic Studies,F 11:00AM-12:50PM,TBA,16W,2
SS 101 LEC 3,Islamic Studies,T 12:00PM-1:50PM,TBA,16W,2
SS 101 LEC 4,Islamic Studies,F 2:00PM-3:50PM,TBA,16W,2
SS 101 LEC 5,Islamic Studies,F 8:00AM-9:50AM,TBA,16W,2
SS 102 LEC 1,Pakistan Studies: Culture and Heritage,W 11:00AM-12:50PM,TBA,16W,2
SS 102 LEC 2,Pakistan Studies: Culture and Heritage,M 11:00AM-12:50PM,TBA,16W,2
SS 102 LEC 3,Pakistan Studies: Culture and Heritage,F 2:00PM-3:50PM,TBA,16W,2
SS 102 LEC 4,Pakistan Studies: Culture and Heritage,F 8:00AM-9:50AM,TBA,16W,2
SS 102 LEC 5,Pakistan Studies: Culture and Heritage,F 4:00PM-5:50PM,TBA,16W,2
SS 102 LEC 6,Pakistan Studies: Culture and Heritage,F 10:00AM-11:50AM,TBA,16W,2
SS 102 LEC 7,Pakistan Studies: Culture and Heritage,R 10:00AM-11:50AM,TBA,16W,2
SS 102 LEC 8,Pakistan Studies: Culture and Heritage,T 10:00AM-11:50AM,TBA,16W,2
SS 102 LEC 9,Pakistan Studies: Culture and Heritage,R 12:00PM-1:50PM,TBA,16W,2
SS 1312 LEC 1,Fundamentals of Raag and Taal [Vocaland Flute],MW 4:00PM-5:50PM,Muhammad Hanif,16W,4
SS 187 LEC 1,Applied Statistics for Humanities,MW 12:00PM-1:50PM,Muhammad Saad Imtiaz,16W,4
SS 187 LEC 2,Applied Statistics for Humanities,TR 12:00PM-1:50PM,Muhammad Salaar ArifKhan,16W,4
SS 233 LEC 1,Media Writing,TR 8:00AM-9:50AM,Syed Javed Nazir,16W,4
SS 3302 LEC 1,Professional Communication Skills,TR 2:00PM-3:50PM,Aamna Khalid,16W,4
SSE 101 LEC 1,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 2,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 3,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 4,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 5,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 6,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
SSE 101 LEC 7,SSE Tutorials,F 10:00AM-12:50PM,TBA,16W,0.5
