Course Code,Course Title,Day and Time,Instructor,Session,Cr Hrs
GSS 316 w/ ECON 3402,Gender Economics,TR 2:00PM-3:50PM,Hana Zahir,16W,4.0
ECON 3404 LEC 1,Ethics and Economics,MW 10:00AM-11:50AM,Khalid Mir,16W,4.0
ECON 3603 LEC 1,"Money and Monetary Policy:
Applications to Pakistan",TR 10:00AM-11:50AM,Ahmed M. Khalid .,16W,4.0
ECON 3604 LEC 1,Bank Financial Management,MW 10:00AM-11:50AM,Ahmed M. Khalid .,16W,4.0
ECON 371 LEC 1,Public Economics,TR 10:00AM-11:50AM,Syed Muhammad Hasan,16W,4.0
ECON 411 LEC 1,Advanced Microeconomics,MW 10:00AM-11:50AM,Mushtaq Ahmad Khan,16W,4.0
ECON 414 LEC 1,Applied Microeconomics,TR 11:00AM-12:50PM,Abid Aman Burki,16W,4.0
ECON 421 LEC 1,Advanced Macroeconomics,MW 10:00AM-11:50AM,Syed Zahid Ali,16W,4.0
ECON 4303 LEC 1,"Causal Inference and Research Design
for Policy Evaluation",TR 1:00PM-2:50PM,Tareena Musaddiq,16W,4.0
ECON 435 LEC 1,Advanced Game Theory,MW 2:00PM-3:50PM,Amin Hussain,16W,4.0
ECON 4404 LEC 1,Economics of Artificial Intelligence,MW 12:00PM-1:50PM,Syed Ali Hasanain,16W,4.0
ECON 441 LEC 1,Development Economics Theory,TR 2:00PM-3:50PM,Khalid Mir,16W,4.0
EDU 210 LEC 1,Critical Debates in Education,TR 11:30AM-12:45PM,Jasir Shahbaz,16W,3.0
EDU 213 SEM 1,Philosophy of Education,T 10:00AM-12:50PM,Hasham Nasir,16W,3.0
EDU 224 LEC 1,"Theories of Child and Adolescent
Development in Education",TR 11:30AM-12:45PM,Fizza Suhail,16W,3.0
EDU 225 LEC 1,Motivation and Learning,MW 2:00PM-3:15PM,Aaishay Haque,16W,3.0
EDU 250 LEC 1,Education in the Pakistani Context,TR 3:30PM-4:45PM,Jasir Shahbaz,16W,3.0
EDU 263 LEC 1,Quantitative Research Methods,MW 2:00PM-3:15PM,Ahmad Ayub,16W,3.0
EDU 310 LEC 1,"Learning in a Changing World:
Climate, Environment & Human
Capital",MW 10:00AM-11:15AM,Rida Hameed,16W,3.0
EDU 3204 LEC 1,"Enhancing Inclusion: Exploring
Autism and Intellectual Disability",MW 3:30PM-4:45PM,Aaishay Haque,16W,3.0
EDU 3208 LEC 1,"Beyond the Test: Assessment for
Learning",MW 11:30AM-12:45PM,Ayesha Malik Khan,16W,3.0
EDU 3209 LEC 1,Mindfulness and Resilience,TR 2:00PM-3:15PM,Fizza Suhail,16W,3.0
EDU 332 LEC 1,Curriculum Theory and History,MW 11:30AM-12:45PM,Joti Ghani,16W,3.0
EDU 333 LEC 1,"Culturally Responsive Social-
Emotional Learning",MW 10:00AM-11:15AM,Joti Ghani,16W,3.0
EDU 345 SEM 1,Practicing Leadership,T 2:00PM-4:50PM,Hasham Nasir,16W,3.0
EDU 346 LEC 1,"Cultivating Authentic Leadership: A
Journey into Self-Discovery",MW 3:30PM-4:45PM,"Muhammad Tayyab
Iftikhar",16W,3.0
EDU 352 LEC 1,Education Policy Analysis,TR 11:30AM-12:45PM,Faisal Bari,16W,3.0
EDU 413 SEM 1,What does it mean to 'be educated'?,F 2:00PM-4:50PM,Irfan Muzaffar,16W,3.0
EDU 5202 LEC 1,"Pedagogy: Intersections of the Taught,
Written, and Assessed Curriculum",TR 10:00AM-11:15AM,Jessica Albrent,16W,3.0
EDU 426 w/ EDU 5202,"Pedagogy: Intersections of the Taught,
Written, and Assessed Curriculum",TR 10:00AM-11:15AM,Jessica Albrent,16W,3.0
EDU 5203 SEM 1,Education for Emergencies,W 2:00PM-4:50PM,Tayyaba Tamim,16W,3.0
EDU 541 SEM 1,School Effectiveness and Development,T 2:00PM-4:50PM,TBA,16W,3.0
EDU 561 SEM 1,Applied Data Analysis,W 10:00AM-12:50PM,"Mohammad Mansoor
Khan",16W,3.0
EDU 562 LAB 1,Data Lab,M 10:00AM-12:50PM,Ahmad Ayub,16W,1.0
EDUX 541 LEC 1,School Effectiveness and Development,SU 9:00AM-10:50AM,Gulab Khan,16W,3.0
EDUX 543 LEC 1,"Essential Management Tools for
Aspiring Educational Leaders",U 11:00AM-12:50PM,Bilal Ahsan Malik,16W,3.0
EDUX 561 SEM 1,Applied Data Analysis,S 11:00AM-12:50PM,"Mohammad Mansoor
Khan",16W,3.0
EDUX 562 LAB 1,Data Lab,SU 4:00PM-5:50PM,Ahmad Ayub,16W,1.0
EDUX 623 SEM 1,"Effective Teaching and Learning in
Higher Education",U 11:00AM-12:50PM,Mariam Haider,16W,3.0
EDUX 624 SEM 1,"Leadership and Administration in
Higher Education",U 11:00AM-12:50PM,Sadaf Latafat,16W,3.0
EE 220 LEC 1,Digital Logic Circuits,MW 5:00PM-6:15PM,Nauman Zafar Butt,16W,3.0
CS 220 w/ EE 220,Digital Logic Circuits,MW 5:00PM-6:15PM,Nauman Zafar Butt,16W,3.0
EE 220L LAB 1,Digital Logic Circuits Lab,F 2:00PM-4:50PM,Nauman Zafar Butt,16W,1.0
EE 220L LAB 2,Digital Logic Circuits Lab,T 8:00AM-10:50AM,Nauman Zafar Butt,16W,1.0
EE 220L LAB 5,Digital Logic Circuits Lab,F 9:30AM-12:20PM,Nauman Zafar Butt,16W,1.0
EE 220L LAB 6,Digital Logic Circuits Lab,W 8:00AM-10:50AM,Nauman Zafar Butt,16W,1.0
CS 220L w/ EE 220L,Digital Logic Circuits Lab,W 8:00AM-10:50AM,Nauman Zafar Butt,16W,1.0
EE 241L LAB 1,Introductory Circuits Lab,M 8:00AM-1:50PM,Hassan Abbas Khan,16W,2.0
EE 241L LAB 2,Introductory Circuits Lab,W 8:00AM-1:50PM,"Muhammad Imran
Cheema",16W,2.0
EE 242 LEC 1,Circuits II,TR 9:30AM-10:45AM,Naveed Ul Hassan,16W,3.0
EE 3001 LEC 1,"Junior Design Studio - Electric
Vehicles",F 11:00AM-12:50PM,Hafsa Qamar,16W,3.0
EE 3001 LAB 1,"Junior Design Studio - Electric
Vehicles",F 2:00PM-4:50PM,Hafsa Qamar,16W,3.0
EE 3002 LEC 1,Junior Design Studio - Robotics,MW 5:00PM-5:50PM,Hassan Jaleel,16W,3.0
EE 3002 LAB 1,Junior Design Studio - Robotics,F 2:30PM-5:20PM,Hassan Jaleel,16W,3.0
EE 310 LEC 1,Signals and Systems,MW 2:00PM-3:15PM,Zubair Khalid,16W,3.0
EE 320 LEC 1,"Computer Organization and Assembly
Language",MW 2:00PM-3:15PM,Nadeem Ahmad Khan,16W,4.0
EE 320 LAB 1,"Computer Organization and Assembly
Language",F 9:30AM-12:20PM,Nadeem Ahmad Khan,16W,4.0
CS 320 w/ EE 320,"Computer Organization and Assembly
Language",F 9:30AM-12:20PM,Nadeem Ahmad Khan,16W,4.0
EE 341 LEC 1,Microelectronic Design,MW 12:30PM-1:45PM,Muhammad Ali Siddiqi,16W,3.0
EE 356 LEC 1,"Electrical Machines and Power
Systems",MW 11:00AM-12:15PM,Raheel Zafar,16W,3.0
EE 356L LAB 1,"Electrical Machines and Power
Systems Lab",R 9:00AM-11:50AM,Raheel Zafar,16W,1.0
EE 356L LAB 2,"Electrical Machines and Power
Systems Lab",W 12:30PM-3:20PM,Raheel Zafar,16W,1.0
EE 356L LAB 3,"Electrical Machines and Power
Systems Lab",F 2:00PM-4:50PM,Raheel Zafar,16W,1.0
EE 361 LEC 1,Feedback Control Systems,TR 1:00PM-2:15PM,Abubakr Muhammad,16W,3.0
EE 361L LAB 1,Feedback Control Systems Lab,F 9:00AM-11:50AM,Mudassar Ejaz,16W,1.0
EE 361L LAB 2,Feedback Control Systems Lab,R 3:00PM-5:50PM,Mudassar Ejaz,16W,1.0
EE 412 LEC 1,Principles of Digital Audio and Video,MW 9:30AM-10:45AM,Nadeem Ahmad Khan,16W,3.0
CS 455 w/ EE 412,Principles of Digital Audio and Video,MW 9:30AM-10:45AM,Nadeem Ahmad Khan,16W,3.0
EE 434 LEC 1,Principles of Optics,TR 3:00PM-4:15PM,"Muhammad Imran
Cheema",16W,3.0
EE 5313 w/ EE 434,Principles of Optics,TR 3:00PM-4:15PM,"Muhammad Imran
Cheema",16W,3.0
PHY 416 w/ EE 434,Principles of Optics,TR 3:00PM-4:15PM,"Muhammad Imran
Cheema",16W,3.0
PHY 5115 w/ EE 434,Principles of Optics,TR 3:00PM-4:15PM,"Muhammad Imran
Cheema",16W,3.0
EE 452 LEC 1,Power Electronics,TR 9:30AM-10:45AM,Hafsa Qamar,16W,3.0
EE 552 w/ EE 452,Power Electronics,TR 9:30AM-10:45AM,Hafsa Qamar,16W,3.0
EE 452L LAB 1,Power Electronics Lab,F 8:00AM-10:50AM,Hafsa Qamar,16W,1.0
EE 552L w/ EE 452L,Power Electronics Lab,F 8:00AM-10:50AM,Hafsa Qamar,16W,1.0
EE 5214 LEC 1,Verification of Digital Systems,MW 11:00AM-12:15PM,Naeem Ahmad Abbasi,16W,3.0
EE 522 LEC 1,Embedded Systems,TR 4:00PM-5:15PM,"Muhammad Adeel
Ahmed Pasha",16W,3.0
EE 523 LEC 1,VLSI Design,TR 2:30PM-3:45PM,Shahid Masud,16W,3.0
EE 525 LEC 1,Photovoltaic Devices,MW 12:30PM-1:45PM,Nauman Zafar Butt,16W,3.0
PHY 532 w/ EE 525,Photovoltaic Devices,MW 12:30PM-1:45PM,Nauman Zafar Butt,16W,3.0
EE 5512 LEC 1,Power System Operation and Control,TR 3:00PM-4:15PM,Raheel Zafar,16W,3.0
EE 5512 LEC 2,Power System Operation and Control,SU 8:30AM-10:35AM,Omair Haroon,16W,3.0
EMBA 5021 LEC 1,Managerial Finance,SU 11:05AM-1:10PM,Syed Mubashir Ali,16W,1.0
EMBA 5021 LEC 2,Managerial Finance,SU 2:35PM-4:40PM,Syed Mubashir Ali,16W,1.0
EMBA 5031 LEC 1,"Operations and Supply Chain
Management",SU 11:05AM-1:10PM,"Muhammad Shakeel
Sadiq Jajja",16W,1.0
EMBA 5031 LEC 2,"Operations and Supply Chain
Management",SU 2:35PM-4:40PM,"Muhammad Shakeel
Sadiq Jajja",16W,1.0
EMBA 5033 LEC 1,"Innovation and Technology
Management",SU 8:30AM-10:35AM,"Muhammad Adeel
Zaffar",16W,1.0
EMBA 5033 LEC 2,"Innovation and Technology
Management",SU 11:05AM-1:10PM,"Muhammad Adeel
Zaffar",16W,1.0
EMBA 5051 LEC 1,Managing People,SU 8:30AM-10:35AM,"Jawad Sarwar Naqvi
Syed",16W,1.0
EMBA 5051 LEC 2,Managing People,SU 11:05AM-1:10PM,"Jawad Sarwar Naqvi
Syed",16W,1.0
EMBA 5053 LEC 1,Leading Organizations,SU 8:30AM-10:35AM,Ghulam Ali Arain,16W,1.0
EMBA 5111 LEC 1,Managerial Economics,SU 2:35PM-4:40PM,"Choudhry Tanveer
Shehzad",16W,1.0
EMBA 5111 LEC 2,Managerial Economics,SU 8:30AM-10:35AM,"Choudhry Tanveer
Shehzad",16W,1.0
EMBA 6241 LEC 1,Islamic Ethics,SU 2:35PM-4:40PM,"Jawad Sarwar Naqvi
Syed",16W,0.5
EMBA 6242 LEC 1,Corporate Governance,SU 2:35PM-4:40PM,Bushra Naqvi,16W,0.5
EMBA 6304 LEC 1,Business Strategy,SU 11:05AM-1:10PM,Ehsan Ul Haque,16W,1.0
ENGG 100 LAB 1,Design and Measurement Lab,T 10:00AM-2:50PM,Muhammad Tahir,16W,2.0
ENGG 100 LEC 1,Design and Measurement Lab,T 9:00AM-9:50AM,Muhammad Tahir,16W,2.0
ENGG 100 LAB 2,Design and Measurement Lab,M 9:00AM-1:50PM,Nauman Ahmad Zaffar,16W,2.0
ENGG 100 LEC 2,Design and Measurement Lab,M 8:00AM-8:50AM,Nauman Ahmad Zaffar,16W,2.0
ENGG 100 LAB 3,Design and Measurement Lab,M 1:30PM-6:20PM,"Muhammad Hamza
Humayun",16W,2.0
ENGG 100 LEC 3,Design and Measurement Lab,M 12:30PM-1:20PM,"Muhammad Hamza
Humayun",16W,2.0
ENGG 100 LAB 4,Design and Measurement Lab,W 1:00PM-5:50PM,"Muhammad Hamza
Humayun",16W,2.0
ENGG 100 LEC 4,Design and Measurement Lab,W 12:00PM-12:50PM,"Muhammad Hamza
Humayun",16W,2.0
ENGG 100 LAB 5,Design and Measurement Lab,R 9:00AM-1:50PM,Hafiz Muhammad Afzal,16W,2.0
ENGG 100 LEC 5,Design and Measurement Lab,R 8:00AM-8:50AM,Usman Bin Shahid,16W,2.0
ENGL 1111 LEC 1,The Word and the World,MW 2:00PM-3:50PM,Raniya Hosain,16W,4.0
ENGL 2151 LEC 1,"The Anti Scooby Doo’s: A Selective
Survey of Detective Fiction",TR 4:00PM-5:50PM,Farah Hasan Ali,16W,4.0
ENGL 2152 LEC 1,"Gangs, Wizards and Soldiers: Young
Adult Literature through the Ages",TR 11:00AM-12:50PM,Saba Pirzadeh,16W,4.0
ENGL 2811 LEC 1,"Rethinking the Politics of Harem in
Literature: Women, Islam, and
Gendered Spaces",MW 12:00PM-1:50PM,Sadia Zulfiqar,16W,4.0
HIST 3223 w/ ENGL 3712,"Writing Broken Homelands: Partition
Literature in Pakistan, India and
Palestine",MW 12:00PM-1:50PM,Sadia Zulfiqar,16W,4.0
ENGL 3812 LEC 1,"African Literature: Women Writing
Back",MW 10:00AM-11:50AM,Sadia Zulfiqar,16W,4.0
GSS 363 w/ ENGL 3812,"African Literature: Women Writing
Back",MW 10:00AM-11:50AM,Sadia Zulfiqar,16W,4.0
ENV 102 LEC 1,Introduction to Environmental Studies,MW 1:00PM-2:50PM,Sana Khosa,16W,4.0
ENV 210 LEC 1,Methods in Environmental Studies,TR 12:00PM-1:50PM,Fazilda Nabeel,16W,4.0
ENV 322 LEC 1,Environmental Governance,TR 12:00PM-1:50PM,Sana Khosa,16W,4.0
POL 338 w/ ENV 322,Environmental Governance,TR 12:00PM-1:50PM,Sana Khosa,16W,4.0
ENV 334 LEC 1,Politics of Water,MW 12:00PM-1:50PM,Fazilda Nabeel,16W,4.0
POL 355 w/ ENV 334,Politics of Water,MW 12:00PM-1:50PM,Fazilda Nabeel,16W,4.0
ENV 342 LEC 1,Environmentalism and Development,TR 10:00AM-11:50AM,Maryam Ibrahim,16W,4.0
SOC 324 w/ ENV 342,Environmentalism and Development,TR 10:00AM-11:50AM,Maryam Ibrahim,16W,4.0
FINN 100 LEC 1,Principles of Finance,TR 11:00AM-12:15PM,Bushra Naqvi,16W,3.0
FINN 100 LEC 2,Principles of Finance,TR 12:30PM-1:45PM,Bushra Naqvi,16W,3.0
FINN 100 LEC 3,Principles of Finance,TR 2:00PM-3:15PM,Bushra Naqvi,16W,3.0
FINN 100 LEC 4,Principles of Finance,MW 9:30AM-10:45AM,Salman Khan,16W,3.0
FINN 100 LEC 5,Principles of Finance,MW 11:00AM-12:15PM,Salman Khan,16W,3.0
FINN 100 LEC 6,Principles of Finance,TR 12:30PM-1:45PM,Zainab Mehmood,16W,3.0
FINN 100 LEC 7,Principles of Finance,TR 2:00PM-3:15PM,Zainab Mehmood,16W,3.0
FINN 100 LEC 8,Principles of Finance,TR 8:00AM-9:15AM,"Syed Hashim Mahmood
Ali",16W,3.0
FINN 200 LEC 1,Intermediate Finance,MW 2:00PM-3:15PM,Seyyed Fazal Jawad,16W,3.0
FINN 222 LEC 1,"Introduction to Mathematics of
Finance",MW 9:30AM-10:45AM,Ayesha Ahmad,16W,3.0
FINN 242 LEC 1,"Islamic Capital Markets and
Instruments",TR 11:00AM-12:15PM,Talha Farrukh,16W,3.0
FINN 243 LEC 1,"Fintech Revolution: Market Disruption
and Emerging Opportunities",TR 5:00PM-6:15PM,"Syed Hashim Mahmood
Ali",16W,3.0
FINN 341A LEC 1,Financial Institutions and Markets,MW 5:00PM-6:15PM,"Syed Hashim Mahmood
Ali",16W,3.0
FINN 372 LEC 1,Actuarial Sciences and Insurance,TR 12:30PM-1:45PM,Nauman Afzal Cheema,16W,3.0
FINN 373 LEC 1,"Fundamentals of Actuarial
Mathematics I",MW 5:00PM-6:15PM,Muhammad Ali Syed,16W,3.0
FINN 400 LEC 1,Applied Corporate Finance,TR 9:30AM-10:45AM,Syed Aun Raza Rizvi,16W,3.0
FINN 400 LEC 2,Applied Corporate Finance,TR 11:00AM-12:15PM,Syed Aun Raza Rizvi,16W,3.0
FINN 441 LEC 1,Islamic Banking and Finance,MW 3:30PM-4:45PM,Saad Azmat,16W,3.0
FINN 453 LEC 1,Financial Derivatives,TR 12:30PM-1:45PM,Ferhana Ahmed,16W,3.0
FINN 454 LEC 1,Portfolio Management,TR 11:00AM-12:15PM,"Syed Kumail Abbas
Rizvi",16W,3.0
FMG 6201 LEC 1,Corporate Finance and Valuation,FSU 4:15PM-6:15PM,Fazal Jawad Seyyed,16W,3.0
FMG 6301 LEC 1,Investments and Portfolio Management,FSU 10:45AM-12:45PM,"Syed Kumail Abbas
Rizvi",16W,3.0
FMG 6302 LEC 1,Derivatives and Fixed Income,FSU 2:00PM-4:00PM,Ferhana Ahmed,16W,3.0
FMG 6401 LEC 1,"Entrepreneurial Finance and Venture
Capital",FSU 8:30AM-10:30AM,Salman Khan,16W,3.0
GSL 102 SEM 1,"Chinese Language for Beginners (HSK
Level 1)",MW 9:00AM-10:50AM,Hui Qi,16W,4.0
GSL 103 SEM 1,"Chinese Language for Beginners (HSK
Level 2)",MW 11:00AM-12:50PM,Hui Qi,16W,4.0
GSS 302 LEC 1,Feminist Theory,TR 1:00PM-2:50PM,Sameera Abbas,16W,4.0
SOC 363 w/ GSS 302,Feminist Theory,TR 1:00PM-2:50PM,Sameera Abbas,16W,4.0
GSS 375 LEC 1,"Maternal Figures and National Fictions
in the Anglophone World",TR 8:00AM-9:50AM,Sameera Abbas,16W,4.0
ENGL 3811 w/ GSS 375,"Maternal Figures and National Fictions
in the Anglophone World",TR 8:00AM-9:50AM,Sameera Abbas,16W,4.0
HIST 101 LEC 1,World Civilizations,MW 8:00AM-9:50AM,"Nadhra Shahbaz Naeem
Khan",16W,4.0
HIST 127 LEC 1,A Peoples History of Pakistan,MW 12:00PM-1:50PM,Ilyas Ahmad Chattha,16W,4.0
HIST 225 LEC 1,Bazaar Asia,MW 12:30PM-2:20PM,Hassan Haider Karrar,16W,4.0
HIST 2313 LEC 1,Global Environmental History,TR 12:00PM-1:50PM,Waqar Zaidi,16W,4.0
ENV 232 w/ HIST 2313,Global Environmental History,TR 12:00PM-1:50PM,Waqar Zaidi,16W,4.0
HIST 315 LEC 1,History of Miniature Painting,MW 2:00PM-3:50PM,"Nadhra Shahbaz Naeem
Khan",16W,4.0
HIST 3324 LEC 1,"(Her)Story as History: Gender, Genre
and Women’s Life Writings in South
Asia",TR 12:00PM-1:50PM,Saman Tariq Malik,16W,4.0
GSS 376 w/ HIST 3324,"(Her)Story as History: Gender, Genre
and Women’s Life Writings in South
Asia",TR 12:00PM-1:50PM,Saman Tariq Malik,16W,4.0
HIST 382 LEC 1,Waris Shah's Heer,WF 8:00AM-9:50AM,Ali Usman Qasmi,16W,4.0
CLCA 3143 w/ HIST 382,Waris Shah's Heer,WF 8:00AM-9:50AM,Ali Usman Qasmi,16W,4.0
HMI 6101 LEC 1,Health Systems Management,FSU 10:45AM-12:45PM,Kashif Maqbool Khan,16W,1.5
HMI 6102 LEC 1,"Healthcare Policy, Politics and Law",FSU 4:00PM-6:00PM,Muhammad Adeel Alvi,16W,1.5
HMI 6103 LEC 1,Leadership Challenges in Healthcare,FSU 10:45AM-12:45PM,"Muhammad Ghufran
Ahmad",16W,1.5
HMI 6201 LEC 1,"Innovation and Entrepreneurship in
Healthcare",FSU 8:30AM-10:30AM,Ehsan Ul Haque,16W,3.0
HMI 6204A LEC 1,Advanced Analytics Healthcare - I,FSU 4:00PM-6:00PM,Tabjeel Ashraf,16W,1.5
HSS 101 LEC 1,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 2,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 3,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 4,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 5,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 6,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 7,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 8,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 9,First Year Advising Tutorial,T 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 10,First Year Advising Tutorial,W 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 11,First Year Advising Tutorial,W 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 12,First Year Advising Tutorial,W 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 13,First Year Advising Tutorial,W 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 14,First Year Advising Tutorial,W 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 15,First Year Advising Tutorial,W 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 16,First Year Advising Tutorial,W 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 17,First Year Advising Tutorial,W 6:30PM-8:20PM,TBA,16W,0.5
HSS 101 LEC 18,First Year Advising Tutorial,W 6:30PM-8:20PM,TBA,16W,0.5
LANG 1202 LEC 1,Arabic for Quran,TR 4:30PM-6:20PM,Hafiz Abdul Qadeer,16W,4.0
LANG 1203 LEC 1,Hindi for Non-Native Speakers,MW 2:00PM-3:50PM,Shahid Rasheed,16W,4.0
LANG 1204 LEC 1,Kashmiri I,MW 4:00PM-5:50PM,Khawaja Zahid Aziz,16W,4.0
LANG 1204 LEC 2,Kashmiri I,TR 2:30PM-4:20PM,Samina Arifa,16W,4.0
LANG 128 LEC 1,Sindhi for Non-Sindhi Speakers,MW 4:00PM-5:50PM,Ashok Kumar Khatri,16W,4.0
LANG 128 LEC 2,Sindhi for Non-Sindhi Speakers,TR 4:00PM-5:50PM,Ashok Kumar Khatri,16W,4.0
LANG 129 LEC 1,Pashto for Non-Native Speakers,MW 11:00AM-12:50PM,Imad .,16W,4.0
LANG 129 LEC 2,Pashto for Non-Native Speakers,TR 11:00AM-12:50PM,Imad .,16W,4.0
LANG 2208 LEC 1,Introduction to Sanskrit,TR 2:00PM-3:50PM,Shahid Rasheed,16W,4.0
CLCA 2422 w/ LANG 2208,Introduction to Sanskrit,TR 2:00PM-3:50PM,Shahid Rasheed,16W,4.0
HIST 292 w/ LANG 2208,Introduction to Sanskrit,TR 2:00PM-3:50PM,Shahid Rasheed,16W,4.0
LAW 101 LEC 1,Introduction to Legal Reasoning,TR 12:00PM-1:50PM,Sarah Humayun,16W,4.0
LAW 101 LEC 2,Introduction to Legal Reasoning,TR 8:00AM-9:50AM,TBA,16W,4.0
LAW 101 LEC 3,Introduction to Legal Reasoning,TR 2:00PM-3:50PM,Madiha Talat,16W,4.0
LAW 101 LEC 4,Introduction to Legal Reasoning,MW 12:30PM-2:20PM,Aisha Ahmad,16W,4.0
LAW 101 LEC 5,Introduction to Legal Reasoning,TR 4:00PM-5:50PM,Madiha Talat,16W,4.0
LAW 210 LEC 1,Concept of Law,TR 2:30PM-4:20PM,Aisha Ahmad,16W,4.0
LAW 210 LEC 2,Concept of Law,MW 10:00AM-11:50AM,Asad Farooq,16W,4.0
LAW 210 LEC 3,Concept of Law,MW 2:30PM-4:20PM,Sarah Humayun,16W,4.0
LAW 223 LEC 1,Commercial Law,TR 2:00PM-3:50PM,Faiza .,16W,4.0
LAW 223 LEC 2,Commercial Law,MW 12:00PM-1:50PM,"Sheharyar Sikander
Hamid",16W,4.0
LAW 224 LEC 1,Property Law,MW 1:30PM-3:20PM,Asad Farooq,16W,4.0
LAW 224 LEC 2,Property Law,MW 4:00PM-5:50PM,Uzair Kayani,16W,4.0
LAW 224 LEC 3,Property Law,TR 8:00AM-9:50AM,TBA,16W,4.0
LAW 225 LEC 1,Islamic Legal Theory,MW 2:00PM-3:50PM,Abdul Rahman Mustafa,16W,4.0
LAW 225 LEC 2,Islamic Legal Theory,MW 8:00AM-9:50AM,Abdul Rahman Mustafa,16W,4.0
REL 219 w/ LAW 225,Islamic Legal Theory,MW 8:00AM-9:50AM,Abdul Rahman Mustafa,16W,4.0
LAW 232 LEC 1,Public Law,TR 2:00PM-3:50PM,Adnan Sattar,16W,4.0
LAW 232 LEC 2,Public Law,TR 12:00PM-1:50PM,Muhammad Azeem,16W,4.0
LAW 320 LEC 1,"Equity, Specific Relief and Trusts",MW 9:00AM-10:50AM,Saad Amir,16W,4.0
LAW 320 LEC 2,"Equity, Specific Relief and Trusts",MW 12:00PM-1:50PM,Saad Amir,16W,4.0
LAW 3202 LEC 1,"International Corporate Finance and
Insolvency Law",TR 12:00PM-1:50PM,"Sheharyar Sikander
Hamid",16W,4.0
MGMT 273 w/ LAW 3202,"International Corporate Finance and
Insolvency Law",TR 12:00PM-1:50PM,"Sheharyar Sikander
Hamid",16W,4.0
LAW 3205 LEC 1,International Business Transactions,TR 12:00PM-1:50PM,Syeda Zehra Zaidi,16W,4.0
MGMT 272 w/ LAW 3205,International Business Transactions,TR 12:00PM-1:50PM,Syeda Zehra Zaidi,16W,4.0
LAW 3214 LEC 1,Law and Regulations of Finance,MW 10:00AM-11:50AM,Faiza .,16W,4.0
MGMT 274 w/ LAW 3214,Law and Regulations of Finance,MW 10:00AM-11:50AM,Faiza .,16W,4.0
LAW 322 LEC 1,Labor Law,TR 4:00PM-5:50PM,Muhammad Umar Ali,16W,4.0
POL 377 w/ LAW 322,Labor Law,TR 4:00PM-5:50PM,Muhammad Umar Ali,16W,4.0
SOC 347 w/ LAW 322,Labor Law,TR 4:00PM-5:50PM,Muhammad Umar Ali,16W,4.0
LAW 323 LEC 1,Tax Law,MW 4:00PM-5:50PM,Asim Zulfiqar Ali,16W,4.0
LAW 353 LEC 1,Human Rights,TR 4:00PM-5:50PM,Adnan Sattar,16W,4.0
LAW 3611 LEC 1,Family Law,MW 2:00PM-3:50PM,Maria Farooq,16W,4.0
LAW 3611 LEC 2,Family Law,MW 12:00PM-1:50PM,Fahad Malik,16W,4.0
LAW 3912 LEC 1,"Climate Change and Environment
Policy",MW 4:00PM-5:50PM,Fahad Malik,16W,4.0
ENV 333 w/ LAW 3912,"Climate Change and Environment
Policy",MW 4:00PM-5:50PM,Fahad Malik,16W,4.0
LAW 458 LEC 1,Refugee Rights,TR 10:00AM-11:50AM,Sikandar Ahmed Shah,16W,4.0
LAW 470 LEC 1,Evidence,TR 10:00AM-11:50AM,Muhammad Azeem,16W,4.0
LAW 470 LEC 2,Evidence,TR 4:00PM-5:50PM,Ahmed Hasan Khan,16W,4.0
LAW 472 LEC 1,Criminal Procedure,TR 4:00PM-5:50PM,Hammad Saeed,16W,4.0
LAW 486 LEC 1,Advanced Legal Research,TR 2:00PM-3:50PM,Raza Saeed,16W,4.0
LAW 4906 LEC 1,LUMS Law Clinic,TR 1:30PM-3:20PM,Maira Mumtaz,16W,4.0
LAW 4908 LEC 1,"Archiving the Law: Methods in Legal
Studies",WF 8:00AM-9:50AM,Summaiya Zaidi,16W,4.0
HIST 402 w/ LAW 4908,"Archiving the Law: Methods in Legal
Studies",WF 8:00AM-9:50AM,Summaiya Zaidi,16W,4.0
LAW 4909 SEM 1,Advanced Public Law Seminar - I,TR 10:00AM-11:50AM,Adnan Sattar,16W,4.0
